tournament_name,team_a,team_a_score,team_a_player_1,team_a_player_1_tuh,team_a_player_1_powers,team_a_player_1_gets,team_a_player_1_negs,team_a_player_2,team_a_player_2_tuh,team_a_player_2_powers,team_a_player_2_gets,team_a_player_2_negs,team_a_player_3,team_a_player_3_tuh,team_a_player_3_powers,team_a_player_3_gets,team_a_player_3_negs,team_a_player_4,team_a_player_4_tuh,team_a_player_4_powers,team_a_player_4_gets,team_a_player_4_negs,team_b,team_b_score,team_b_player_1,team_b_player_1_tuh,team_b_player_1_powers,team_b_player_1_gets,team_b_player_1_negs,team_b_player_2,team_b_player_2_tuh,team_b_player_2_powers,team_b_player_2_gets,team_b_player_2_negs,team_b_player_3,team_b_player_3_tuh,team_b_player_3_powers,team_b_player_3_gets,team_b_player_3_negs,team_b_player_4,team_b_player_4_tuh,team_b_player_4_powers,team_b_player_4_gets,team_b_player_4_negs
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,285,Rahim Dina,20,0,0,0,Parth Jagtap,20,3,2,0,Jason Zhang,20,0,2,1,Albert Li,20,0,6,1,Ishan Joshi,70,Stefan Vlad,20,0,1,0,Logan Mathis,20,0,0,0,Jesse Chusing,20,0,2,0,Ishan Joshi,20,0,2,2
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,250,Michael Du,20,0,1,2,Mattias Ehatamm,20,0,3,1,Liam Kusalik,20,1,2,0,Jared He,20,0,2,0,Green's f(n),265,Michael Hunding,20,1,2,1,Gavin Markoff,20,0,0,0,Arjun Kala,20,1,2,1,Akshar Goyal,20,2,2,1
UG Nats 2024,"Thompson, Faeder & Danko",240,Robin Danko,20,0,1,1,Conor Thompson,20,0,4,0,Ariel Faeder,20,1,3,0,None,0,0,0,0,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,390,Mitch McCullar,20,0,0,2,Arya Karthik,20,1,4,1,Amogh Kulkarni,20,3,3,3,None,0,0,0,0
UG Nats 2024,"15, Corruption and Lies",375,Vincent Du,20,0,2,0,Michael Coates,20,2,1,0,Kevin Ye,20,1,1,1,Henry Goff,20,1,4,2,The Power Brokers (Of Robert Caro Fame),160,Stuart Chandler-Baas,20,0,1,0,Kevin Le,20,0,3,0,Kevin Anderson,20,0,1,0,Christopher Komban Subhas,20,0,2,0
UG Nats 2024,Ishan Al Gaib Fan Club,95,Kane Nguyen,20,0,6,3,None,0,0,0,0,None,0,0,0,0,None,0,0,0,0,A Streetcar Named Spadina,295,Yihong Chen,20,0,0,0,Raymond Chen,20,0,5,0,Joey Sun,20,0,6,2,Franklin Wu,20,0,2,1
UG Nats 2024,QBC,285,Russell Nip,20,0,9,0,Matthew Wang,20,1,1,0,John Chen,10,0,2,0,Erin Chen,20,0,1,0,Cavalleria Rizzticana/Pogliacci,70,Rahim Dina,20,0,0,0,Parth Jagtap,20,0,2,2,Jason Zhang,20,1,0,3,Albert Li,20,0,1,4
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",355,Tony Chen,20,2,4,0,Gareth Thorlakson,20,0,4,1,Benjamin Chapman,20,2,0,0,Andrew Zeng,20,0,0,0,Scrooby-Doo,185,Roan Dowling,20,3,2,0,Rayton Lin,20,0,1,0,Nicholas Hash,20,0,1,0,Andrew McCowan,20,0,0,2
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,360,Ryan Rosenberg,20,0,3,0,Ian Chow,20,1,2,1,Henry Atkins,20,1,3,2,Erik Christensen,20,0,2,1,Ishan Joshi,150,Stefan Vlad,20,0,2,0,Logan Mathis,20,0,1,0,Jesse Chusing,20,0,1,0,Ishan Joshi,20,1,1,1
UG Nats 2024,Glebe: Reloaded,205,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,0,3,2,Caleb Ott,20,2,2,1,"NJ TRANSit (and bobby, i guess)",280,Sky Hong,20,0,0,0,Robert Wang,20,2,1,0,Hazel DePriest-Sullivan,20,0,4,2,Fierro Grey,20,2,1,0
UG Nats 2024,A Streetcar Named Spadina,255,Yihong Chen,20,0,5,1,Raymond Chen,20,2,2,0,Joey Sun,20,1,2,2,Franklin Wu,20,0,0,1,Green's f(n),205,Michael Hunding,20,0,1,4,Gavin Markoff,20,0,0,0,Arjun Kala,20,0,2,1,Akshar Goyal,20,1,4,1
UG Nats 2024,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,425,Mitch McCullar,20,1,1,2,Arya Karthik,20,2,4,5,Amogh Kulkarni,20,1,4,0,None,0,0,0,0,The Power Brokers (Of Robert Caro Fame),105,Stuart Chandler-Baas,20,0,2,0,Kevin Le,20,0,1,1,Kevin Anderson,20,0,2,2,Christopher Komban Subhas,20,0,0,0
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,385,Michael Du,20,0,4,0,Mattias Ehatamm,20,1,3,1,Liam Kusalik,20,0,3,0,Jared He,20,0,2,1,Ishan Al Gaib Fan Club,155,Kane Nguyen,20,2,5,3,None,0,0,0,0,None,0,0,0,0,None,0,0,0,0
UG Nats 2024,"15, Corruption and Lies",490,Vincent Du,20,3,5,1,Michael Coates,20,0,3,1,Kevin Ye,20,0,1,0,Henry Goff,20,1,2,0,"Thompson, Faeder & Danko",140,Robin Danko,20,1,1,1,Conor Thompson,20,2,0,1,Ariel Faeder,20,0,1,1,None,0,0,0,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,225,Ryan Rosenberg,20,1,1,1,Ian Chow,20,1,0,0,Henry Atkins,20,0,3,1,Erik Christensen,20,1,0,0,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",330,Tony Chen,20,1,2,1,Gareth Thorlakson,20,0,3,0,Benjamin Chapman,20,2,4,0,None,0,0,0,0
UG Nats 2024,Glebe: Reloaded,260,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,0,2,0,Caleb Ott,20,0,9,2,Cavalleria Rizzticana/Pogliacci,185,Rahim Dina,20,0,0,1,Parth Jagtap,20,0,0,1,Jason Zhang,20,0,0,1,Albert Li,20,2,5,0
UG Nats 2024,"NJ TRANSit (and bobby, i guess)",165,Sky Hong,20,1,0,3,Robert Wang,20,0,3,2,Hazel DePriest-Sullivan,20,0,3,3,Fierro Grey,20,0,1,0,QBC,230,Russell Nip,20,1,4,1,Matthew Wang,20,1,1,1,John Chen,20,0,2,0,Erin Chen,20,0,2,0
UG Nats 2024,Scrooby-Doo,250,Roan Dowling,20,0,6,3,Rayton Lin,20,0,0,0,Nicholas Hash,20,0,1,1,Andrew McCowan,20,0,4,0,Ishan Joshi,120,Stefan Vlad,20,0,1,0,Logan Mathis,20,0,1,0,Jesse Chusing,20,0,3,1,Ishan Joshi,20,0,1,3
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,280,Michael Du,20,1,1,0,Mattias Ehatamm,20,0,4,0,Liam Kusalik,20,0,2,0,Jared He,20,1,1,0,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,250,Mitch McCullar,20,2,2,1,Arya Karthik,20,1,2,2,Amogh Kulkarni,20,1,0,3,None,0,0,0,0
UG Nats 2024,"15, Corruption and Lies",335,Vincent Du,20,3,2,1,Michael Coates,20,0,4,0,Kevin Ye,20,0,0,0,Henry Goff,20,0,2,1,A Streetcar Named Spadina,230,Yihong Chen,20,0,2,0,Raymond Chen,20,3,2,0,Joey Sun,20,0,1,1,Franklin Wu,20,0,0,0
UG Nats 2024,"Thompson, Faeder & Danko",255,Robin Danko,20,1,1,0,Conor Thompson,20,1,1,0,Ariel Faeder,20,1,5,0,None,0,0,0,0,Green's f(n),200,Michael Hunding,20,1,4,1,Gavin Markoff,20,0,0,0,Arjun Kala,20,1,0,0,Akshar Goyal,20,1,2,2
UG Nats 2024,Ishan Al Gaib Fan Club,170,Nabhaan Farooqi,20,0,1,1,Kane Nguyen,20,0,7,5,None,0,0,0,0,None,0,0,0,0,The Power Brokers (Of Robert Caro Fame),180,Stuart Chandler-Baas,20,0,3,0,Kevin Le,20,1,3,0,Kevin Anderson,20,0,1,0,Christopher Komban Subhas,20,0,1,1
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",315,Tony Chen,20,0,2,1,Gareth Thorlakson,20,1,3,2,Benjamin Chapman,20,1,4,2,None,0,0,0,0,Cavalleria Rizzticana/Pogliacci,200,Rahim Dina,20,0,1,0,Parth Jagtap,20,2,2,0,Jason Zhang,20,0,1,0,Albert Li,20,0,2,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,395,Ryan Rosenberg,20,2,1,0,Ian Chow,20,1,3,0,Henry Atkins,20,1,1,2,Erik Christensen,20,1,2,0,Glebe: Reloaded,225,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,1,1,0,Caleb Ott,20,2,4,0
UG Nats 2024,"NJ TRANSit (and bobby, i guess)",305,Sky Hong,20,0,3,1,Robert Wang,20,1,2,1,Hazel DePriest-Sullivan,20,2,4,1,Fierro Grey,20,0,0,1,Ishan Joshi,135,Stefan Vlad,20,1,2,0,Logan Mathis,20,0,1,1,Jesse Chusing,20,0,1,1,Ishan Joshi,20,0,1,0
UG Nats 2024,QBC,180,Russell Nip,20,0,2,0,Matthew Wang,20,0,2,0,John Chen,20,1,3,2,Erin Chen,20,0,1,1,Scrooby-Doo,260,Roan Dowling,20,1,3,1,Rayton Lin,20,0,3,1,Nicholas Hash,20,0,0,0,Andrew McCowan,20,0,4,3
UG Nats 2024,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,555,Mitch McCullar,20,1,1,0,Arya Karthik,20,4,8,2,Amogh Kulkarni,20,0,3,0,None,0,0,0,0,A Streetcar Named Spadina,60,Yihong Chen,20,0,1,0,Raymond Chen,20,0,1,0,Joey Sun,20,0,1,1,Franklin Wu,20,0,0,1
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,335,Michael Du,20,1,3,2,Mattias Ehatamm,20,2,2,1,Liam Kusalik,20,0,0,0,Jared He,20,1,2,0,"15, Corruption and Lies",325,Vincent Du,20,1,2,0,Michael Coates,20,0,1,0,Kevin Ye,20,0,2,0,Henry Goff,20,2,1,0
UG Nats 2024,"Thompson, Faeder & Danko",325,Robin Danko,20,0,2,0,Conor Thompson,20,1,3,0,Ariel Faeder,20,0,7,2,None,0,0,0,0,Ishan Al Gaib Fan Club,170,Kane Nguyen,20,1,3,1,James Wang,20,0,2,0,None,0,0,0,0,None,0,0,0,0
UG Nats 2024,Green's f(n),340,Michael Hunding,20,2,3,0,Gavin Markoff,20,1,4,0,Arjun Kala,20,0,2,0,Akshar Goyal,20,0,1,3,The Power Brokers (Of Robert Caro Fame),145,Stuart Chandler-Baas,20,1,1,0,Kevin Le,20,0,3,0,Kevin Anderson,20,0,0,0,Christopher Komban Subhas,20,0,1,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,260,Ryan Rosenberg,20,0,2,2,Ian Chow,20,0,0,1,Henry Atkins,20,2,3,0,Erik Christensen,20,0,1,1,"NJ TRANSit (and bobby, i guess)",350,Sky Hong,20,0,4,0,Robert Wang,20,2,2,0,Hazel DePriest-Sullivan,20,1,2,1,Fierro Grey,20,0,1,0
UG Nats 2024,Glebe: Reloaded,255,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,0,3,3,Caleb Ott,20,1,8,1,QBC,145,Russell Nip,20,0,1,1,Matthew Wang,20,0,3,0,John Chen,20,0,2,2,Erin Chen,20,0,1,0
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,235,Rahim Dina,20,0,0,0,Parth Jagtap,20,0,3,1,Jason Zhang,20,1,3,0,Albert Li,20,0,2,1,Scrooby-Doo,185,Roan Dowling,20,0,4,2,Rayton Lin,20,0,2,0,Nicholas Hash,20,0,0,0,Andrew McCowan,20,0,2,1
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",315,Tony Chen,20,0,4,1,Gareth Thorlakson,20,1,3,0,Benjamin Chapman,20,0,3,3,Andrew Zeng,20,0,0,0,Ishan Joshi,160,Stefan Vlad,20,0,0,0,Logan Mathis,20,0,1,1,Jesse Chusing,20,1,2,0,Ishan Joshi,20,1,2,1
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,335,Michael Du,20,0,1,0,Mattias Ehatamm,20,0,4,1,Liam Kusalik,20,1,3,0,Jared He,20,2,1,1,"Thompson, Faeder & Danko",215,Robin Danko,20,0,0,0,Conor Thompson,20,2,2,0,Ariel Faeder,20,1,3,2,None,0,0,0,0
UG Nats 2024,"15, Corruption and Lies",345,Vincent Du,20,2,3,1,Michael Coates,20,2,0,0,Kevin Ye,20,0,0,1,Henry Goff,20,0,4,1,Green's f(n),190,Michael Hunding,20,0,1,1,Gavin Markoff,20,0,3,0,Arjun Kala,20,0,2,1,Akshar Goyal,20,0,2,0
UG Nats 2024,The Power Brokers (Of Robert Caro Fame),210,Stuart Chandler-Baas,20,0,3,0,Kevin Le,20,0,3,0,Kevin Anderson,20,0,3,0,Christopher Komban Subhas,20,0,0,0,A Streetcar Named Spadina,215,Yihong Chen,20,0,0,0,Raymond Chen,20,2,3,0,Joey Sun,20,0,3,0,Franklin Wu,20,0,1,1
UG Nats 2024,Ishan Al Gaib Fan Club,45,Zhenglin Liu,20,1,0,0,Kane Nguyen,20,0,0,1,James Wang,20,0,1,1,None,0,0,0,0,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,555,Mitch McCullar,20,0,2,0,Arya Karthik,20,4,4,0,Amogh Kulkarni,20,2,4,1,None,0,0,0,0
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",350,Tony Chen,20,1,3,1,Gareth Thorlakson,20,0,5,1,Benjamin Chapman,20,2,2,1,None,0,0,0,0,Green's f(n),185,Michael Hunding,20,0,1,1,Gavin Markoff,20,1,3,0,Arjun Kala,20,0,0,2,Akshar Goyal,20,0,2,1
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,325,Ryan Rosenberg,20,1,0,0,Ian Chow,20,0,1,0,Henry Atkins,20,2,4,0,Erik Christensen,20,1,1,1,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,315,Mitch McCullar,20,1,0,1,Arya Karthik,20,5,1,3,Amogh Kulkarni,20,2,1,1,None,0,0,0,0
UG Nats 2024,Glebe: Reloaded,190,Willow Paraskevas,20,0,1,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,0,2,0,Caleb Ott,20,2,3,2,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,310,Michael Du,20,1,0,2,Mattias Ehatamm,20,2,5,2,Liam Kusalik,20,1,1,0,Jared He,20,0,1,0
UG Nats 2024,"NJ TRANSit (and bobby, i guess)",255,Sky Hong,20,1,1,0,Robert Wang,20,1,1,0,Hazel DePriest-Sullivan,20,1,4,0,Fierro Grey,20,0,0,0,"15, Corruption and Lies",335,Vincent Du,20,3,2,0,Michael Coates,20,1,0,2,Kevin Ye,20,1,2,0,Henry Goff,20,1,1,1
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,155,Rahim Dina,20,0,0,0,Parth Jagtap,20,0,1,1,Jason Zhang,20,0,0,0,Albert Li,20,0,6,2,Ishan Al Gaib Fan Club,340,Zhenglin Liu,20,0,5,2,Kane Nguyen,20,3,0,1,James Wang,20,0,1,0,Aaron Dos Remedios,20,1,2,1
UG Nats 2024,QBC,110,Russell Nip,20,0,1,0,Matthew Wang,20,0,1,0,John Chen,20,0,4,0,Erin Chen,20,0,0,0,A Streetcar Named Spadina,320,Yihong Chen,20,1,1,1,Raymond Chen,20,1,4,0,Joey Sun,20,0,3,1,Franklin Wu,20,0,2,0
UG Nats 2024,Scrooby-Doo,60,Roan Dowling,20,0,2,3,Rayton Lin,20,0,0,1,Nicholas Hash,20,0,1,0,Andrew McCowan,20,0,0,2,"Thompson, Faeder & Danko",395,Robin Danko,20,0,2,0,Conor Thompson,20,0,4,1,Ariel Faeder,20,4,5,0,None,0,0,0,0
UG Nats 2024,The Power Brokers (Of Robert Caro Fame),135,Stuart Chandler-Baas,20,0,0,1,Kevin Le,20,0,3,0,Kevin Anderson,20,0,2,2,Christopher Komban Subhas,20,0,1,0,Ishan Joshi,240,Stefan Vlad,20,0,2,0,Logan Mathis,20,0,2,1,Jesse Chusing,20,0,0,1,Ishan Joshi,20,0,8,2
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,320,Michael Du,20,0,1,0,Mattias Ehatamm,20,1,1,0,Liam Kusalik,20,1,2,1,Jared He,20,1,4,0,"NJ TRANSit (and bobby, i guess)",235,Sky Hong,20,1,1,0,Robert Wang,20,3,2,1,Hazel DePriest-Sullivan,20,0,2,0,Fierro Grey,20,0,0,0
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",295,Tony Chen,20,0,2,1,Gareth Thorlakson,20,2,2,0,Benjamin Chapman,20,1,3,1,Andrew Zeng,20,0,0,0,"15, Corruption and Lies",250,Vincent Du,20,2,3,1,Michael Coates,20,0,2,0,Kevin Ye,20,1,0,1,Henry Goff,20,0,1,3
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,390,Ryan Rosenberg,20,2,3,2,Ian Chow,20,0,2,1,Henry Atkins,20,1,4,1,Erik Christensen,20,1,0,0,Green's f(n),125,Michael Hunding,20,0,1,0,Gavin Markoff,20,0,0,0,Arjun Kala,20,0,3,0,Akshar Goyal,20,1,1,4
UG Nats 2024,Glebe: Reloaded,145,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,0,3,1,Caleb Ott,20,1,2,1,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,415,Mitch McCullar,20,0,0,0,Arya Karthik,20,3,4,1,Amogh Kulkarni,20,3,4,4,None,0,0,0,0
UG Nats 2024,"Thompson, Faeder & Danko",440,Robin Danko,20,0,4,0,Conor Thompson,20,0,3,0,Ariel Faeder,20,1,7,1,None,0,0,0,0,Ishan Joshi,55,Stefan Vlad,20,0,1,2,Logan Mathis,20,0,1,1,Jesse Chusing,20,0,1,0,Ishan Joshi,20,0,1,2
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,255,Rahim Dina,20,0,2,0,Parth Jagtap,20,0,3,1,Jason Zhang,20,0,3,1,Albert Li,20,0,3,3,The Power Brokers (Of Robert Caro Fame),130,Stuart Chandler-Baas,20,0,1,0,Kevin Le,20,0,3,0,Kevin Anderson,20,0,2,0,Christopher Komban Subhas,20,0,0,0
UG Nats 2024,Ishan Al Gaib Fan Club,215,Kane Nguyen,20,1,1,1,James Wang,20,0,3,1,Aaron Dos Remedios,20,0,5,0,None,0,0,0,0,QBC,145,Russell Nip,20,0,1,1,Matthew Wang,20,0,2,1,John Chen,20,0,3,2,Erin Chen,20,0,1,1
UG Nats 2024,Scrooby-Doo,280,Roan Dowling,20,4,1,3,Rayton Lin,20,0,3,0,Nicholas Hash,20,0,0,0,Andrew McCowan,20,0,4,1,A Streetcar Named Spadina,120,Yihong Chen,20,0,0,1,Raymond Chen,20,0,2,3,Joey Sun,20,0,1,0,Franklin Wu,20,0,2,0
UG Nats 2024,"15, Corruption and Lies",335,Vincent Du,20,1,3,2,Michael Coates,20,1,0,0,Kevin Ye,20,1,2,0,Henry Goff,20,0,3,0,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,270,Ryan Rosenberg,20,1,2,0,Ian Chow,20,1,2,0,Henry Atkins,20,0,3,0,Erik Christensen,20,0,0,2
UG Nats 2024,Glebe: Reloaded,325,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,2,2,1,Caleb Ott,20,2,5,0,Green's f(n),200,Michael Hunding,20,0,1,2,Gavin Markoff,20,1,0,0,Arjun Kala,20,1,0,0,Akshar Goyal,20,1,4,1
UG Nats 2024,"NJ TRANSit (and bobby, i guess)",190,Sky Hong,20,0,0,0,Robert Wang,20,0,5,0,Hazel DePriest-Sullivan,20,0,0,0,Fierro Grey,20,0,2,0,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,415,Mitch McCullar,20,2,1,1,Arya Karthik,20,3,2,1,Amogh Kulkarni,20,2,3,2,None,0,0,0,0
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,260,Michael Du,20,0,0,1,Mattias Ehatamm,20,0,3,2,Liam Kusalik,20,2,0,0,Jared He,20,2,3,1,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",300,Tony Chen,20,1,1,0,Gareth Thorlakson,20,0,1,0,Benjamin Chapman,20,3,3,0,None,0,0,0,0
UG Nats 2024,QBC,185,Russell Nip,20,2,2,0,Matthew Wang,20,1,0,0,John Chen,20,2,1,2,Erin Chen,20,0,0,0,The Power Brokers (Of Robert Caro Fame),235,Stuart Chandler-Baas,20,0,2,1,Kevin Le,20,0,6,0,Kevin Anderson,20,0,2,0,Christopher Komban Subhas,20,0,0,0
UG Nats 2024,Scrooby-Doo,135,Roan Dowling,20,1,2,0,Rayton Lin,20,0,1,0,Nicholas Hash,20,0,0,0,Andrew McCowan,20,0,1,0,Ishan Al Gaib Fan Club,395,Zhenglin Liu,20,4,3,0,Kane Nguyen,20,0,3,1,James Wang,20,0,1,0,Aaron Dos Remedios,20,0,3,0
UG Nats 2024,Ishan Joshi,155,Stefan Vlad,20,0,1,1,Logan Mathis,20,1,3,1,Jesse Chusing,20,0,2,1,Ishan Joshi,20,0,2,1,A Streetcar Named Spadina,205,Yihong Chen,20,1,1,0,Raymond Chen,20,0,5,0,Joey Sun,20,0,0,0,Franklin Wu,20,0,1,0
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,230,Rahim Dina,20,0,0,0,Parth Jagtap,20,0,1,0,Jason Zhang,20,1,3,0,Albert Li,20,0,3,3,"Thompson, Faeder & Danko",300,Robin Danko,20,0,2,0,Conor Thompson,20,1,5,0,Ariel Faeder,20,0,3,1,None,0,0,0,0
UG Nats 2024,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,470,Mitch McCullar,20,2,0,0,Arya Karthik,20,4,3,1,Amogh Kulkarni,20,1,4,2,None,0,0,0,0,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",150,Tony Chen,20,0,0,1,Gareth Thorlakson,20,1,1,1,Benjamin Chapman,20,1,2,2,None,0,0,0,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,365,Ryan Rosenberg,20,0,2,0,Ian Chow,20,0,0,0,Henry Atkins,20,3,4,1,Erik Christensen,20,0,3,1,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,205,Michael Du,20,1,0,0,Mattias Ehatamm,20,1,3,1,Liam Kusalik,20,0,2,0,Jared He,20,0,1,2
UG Nats 2024,Glebe: Reloaded,220,Willow Paraskevas,20,0,0,0,Micah Colman,20,1,3,1,Caleb Ott,20,1,3,1,None,0,0,0,0,"15, Corruption and Lies",400,Vincent Du,20,3,5,0,Michael Coates,20,0,2,0,Kevin Ye,20,1,1,0,None,0,0,0,0
UG Nats 2024,Green's f(n),85,Michael Hunding,20,0,0,0,Gavin Markoff,20,0,0,2,Arjun Kala,20,1,1,2,Akshar Goyal,20,0,2,2,"NJ TRANSit (and bobby, i guess)",335,Sky Hong,20,0,3,1,Robert Wang,20,1,5,0,Hazel DePriest-Sullivan,20,1,2,3,Fierro Grey,20,1,0,0
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,280,Rahim Dina,20,0,0,0,Parth Jagtap,20,0,4,1,Jason Zhang,20,1,1,1,Albert Li,20,1,4,2,A Streetcar Named Spadina,135,Yihong Chen,20,0,1,1,Raymond Chen,20,0,3,0,Joey Sun,20,0,3,0,Franklin Wu,20,0,0,0
UG Nats 2024,"Thompson, Faeder & Danko",405,Robin Danko,20,0,2,0,Conor Thompson,20,0,4,1,Ariel Faeder,20,1,8,1,None,0,0,0,0,QBC,125,Russell Nip,20,0,1,1,Matthew Wang,20,0,1,1,John Chen,20,1,1,0,Erin Chen,20,0,1,0
UG Nats 2024,Scrooby-Doo,250,Roan Dowling,20,2,7,0,Rayton Lin,20,0,1,1,Nicholas Hash,20,0,0,0,Andrew McCowan,20,1,0,0,The Power Brokers (Of Robert Caro Fame),120,Stuart Chandler-Baas,20,0,0,0,Kevin Le,20,0,2,1,Kevin Anderson,20,0,2,0,Christopher Komban Subhas,20,0,2,1
UG Nats 2024,Ishan Joshi,165,Stefan Vlad,20,0,0,0,Logan Mathis,20,1,1,0,Jesse Chusing,20,1,0,0,Ishan Joshi,20,1,3,4,Ishan Al Gaib Fan Club,230,Kane Nguyen,20,2,2,0,James Wang,20,1,0,0,Aaron Dos Remedios,20,0,5,3,None,0,0,0,0
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",235,Tony Chen,20,0,2,1,Gareth Thorlakson,20,0,2,0,Benjamin Chapman,20,0,3,2,Andrew Zeng,20,1,1,1,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,365,Mitch McCullar,20,1,0,0,Arya Karthik,20,2,3,2,Amogh Kulkarni,20,3,1,1,None,0,0,0,0
BHSU,The Vulture's Guide to Buzz,190,Mattias Ehatamm,22,0,3,3,Michael Du,22,1,3,2,Liam Kusalik,22,1,2,1,Ishan Joshi,22,0,0,0,Cameron et al.,120,Cameron Amini,22,1,4,1,Andrej Vukovic,22,0,1,2,Ethan Kraemer,22,0,0,0,Nicolaus Derikx,22,0,0,0
BHSU,The Passion According to C.H.,470,Erik Christensen,22,3,5,1,Tony Chen,22,0,3,0,Benjamin Chapman,22,0,2,1,Sky Li,22,1,3,0,Milan et al.,100,Milan Fernandez,22,0,3,0,Ian Chow,22,0,0,2,Yadu Kukenthiran,22,0,1,0,Russell Nip,22,0,1,0
BHSU,Parth et al.,45,David Snoddon,22,0,1,0,Martin Profant,22,0,0,1,Joey Sun,22,0,1,0,Maude-Sophie Lockman,22,0,1,0,"Neg 5! Playing Quizbowl, Liddy Style",520,Colin Veevers,22,0,4,1,Gareth Thorlakson,22,0,3,0,Sheena Li,22,0,2,0,Henry Atkins,22,2,8,1
BHSU,Cameron et al.,150,Cameron Amini,22,1,3,1,Andrej Vukovic,22,1,2,1,Ethan Kraemer,22,0,0,0,Nicolaus Derikx,22,0,0,0,"Neg 5! Playing Quizbowl, Liddy Style",345,Colin Veevers,22,1,4,2,Gareth Thorlakson,22,0,1,0,Sheena Li,22,0,2,1,Henry Atkins,22,0,5,3
BHSU,The Passion According to C.H.,305,Erik Christensen,22,2,3,1,Tony Chen,22,0,0,0,Benjamin Chapman,22,0,4,2,Sky Li,22,1,3,1,Parth et al.,60,David Snoddon,22,0,1,2,Martin Profant,22,0,2,0,Joey Sun,22,0,1,1,Maude-Sophie Lockman,22,0,1,3
BHSU,The Vulture's Guide to Buzz,205,Mattias Ehatamm,22,0,4,0,Michael Du,22,0,4,3,Liam Kusalik,22,0,2,0,Ishan Joshi,22,0,0,0,Milan et al.,305,Milan Fernandez,22,0,1,1,Ian Chow,22,1,7,0,Yadu Kukenthiran,22,0,2,1,Russell Nip,22,0,0,0
BHSU,Cameron et al.,105,Cameron Amini,22,1,0,1,Andrej Vukovic,22,0,3,1,Ethan Kraemer,22,0,0,0,Nicolaus Derikx,22,0,0,0,The Passion According to C.H.,405,Erik Christensen,22,1,2,2,Tony Chen,22,0,1,0,Benjamin Chapman,22,0,4,1,Sky Li,22,3,4,0
