tournament_name,team_a,team_a_score,team_a_player_1,team_a_player_1_tuh,team_a_player_1_powers,team_a_player_1_gets,team_a_player_1_negs,team_a_player_2,team_a_player_2_tuh,team_a_player_2_powers,team_a_player_2_gets,team_a_player_2_negs,team_a_player_3,team_a_player_3_tuh,team_a_player_3_powers,team_a_player_3_gets,team_a_player_3_negs,team_a_player_4,team_a_player_4_tuh,team_a_player_4_powers,team_a_player_4_gets,team_a_player_4_negs,team_b,team_b_score,team_b_player_1,team_b_player_1_tuh,team_b_player_1_powers,team_b_player_1_gets,team_b_player_1_negs,team_b_player_2,team_b_player_2_tuh,team_b_player_2_powers,team_b_player_2_gets,team_b_player_2_negs,team_b_player_3,team_b_player_3_tuh,team_b_player_3_powers,team_b_player_3_gets,team_b_player_3_negs,team_b_player_4,team_b_player_4_tuh,team_b_player_4_powers,team_b_player_4_gets,team_b_player_4_negs
ACF Fall 2023,McMaster A,120,Willow Paraskevas (DII),20,0,2,0,Robert McKinnon (DII),20,0,0,0,Lorcan Thorpe (DII),20,0,0,0,Dylan Lopez (UG),20,0,2,0,Toronto D,455,Marcus Forbes-Green,20,0,4,0,Kunaal Chandrashekar (DII),20,0,5,0,Ben Wismath (UG),20,0,6,1,None,0,0,0,0
ACF Fall 2023,Carleton A,540,Andrew Wilson,20,0,4,0,Kevin Anderson,20,0,6,0,Margaret Inglis,20,0,1,0,Stuart Chandler-Baas,20,0,6,0,Ottawa C,35,Adam Dam (DII),20,0,0,0,Noah Rolland (DII),20,0,1,0,Ryan Chang (UG),20,0,0,0,Jason Rohfritsch,20,0,1,1
ACF Fall 2023,McGill A,160,Nabhaan Farooqi (UG),20,0,2,0,Laurel Johannson (UG),20,0,2,1,Henry Olsen (UG),20,0,3,3,Francis Dinh (UG),20,0,1,0,McGill C,175,Stephen Klein (UG),20,0,3,1,Rowan Watchmaker (DII),20,0,1,0,James Wadsley (DII),20,0,2,0,Gerrit Severied (DII),20,0,3,0
ACF Fall 2023,Ottawa B,110,Stefan Vlad (DII),20,0,0,0,Martine Lajeunesse (UG),20,0,0,1,Ishan Joshi (UG),20,0,4,4,David Gayowsky,20,0,2,1,Toronto A,265,Sarah Khan (UG),20,0,2,1,Evelyn Davis,20,0,5,0,Blake Kim-Wansbrough (DII),20,0,2,0,Athan Juristch (DII),20,0,2,0
ACF Fall 2023,Ottawa D,100,Matthew Sévigny (DII),20,0,4,1,Mai Lyn Puittinen (UG),20,0,2,1,Joanna Wang (UG),20,0,0,0,None,0,0,0,0,Carleton B,190,Valerie Brown,20,0,6,1,Stefan Mihai,20,0,1,0,Nicolaus Derikx,20,0,2,0,Adrien Boileau,20,0,0,1
ACF Fall 2023,McGill B,300,Max Gross (DII),20,0,2,1,Liz van Oorschot (DII),20,0,2,0,Jacob van Oorschot (UG),20,0,5,1,Devito Stevanus (DII),20,0,2,0,Ottawa A,240,Maude-Sophie Lockman (UG),20,0,5,0,Gabrielle Clark,20,0,0,1,Connor Haines (UG),20,0,4,1,None,0,0,0,0
ACF Fall 2023,Ottawa E,215,Jesse Chusing (UG),20,0,1,1,Ilyas Jaffer (UG),20,0,2,0,Ian Theysmeyer (UG),20,0,4,0,Aedan Cooper (DII),20,0,1,0,Toronto B,180,Yihong Chen (DII),20,0,2,0,Kevin He (DII),20,0,3,1,Ethen Sun,20,0,3,1,Dayala Singh (DII),20,0,1,2
ACF Fall 2023,Western A,50,"Yash Modi (DII, UG)",20,0,1,0,Nicholas Kwan (UG),20,0,2,2,Jordan Brereton (UG),20,0,1,0,None,0,0,0,0,McGill D,215,Uday Bhardwaj (DII),20,0,1,2,Felix Sorace (UG),20,0,0,1,Charlotte Bauer (DII),20,0,0,2,Asha Basu (DII),20,0,9,0
ACF Fall 2023,Carleton A,290,Stuart Chandler-Baas,20,0,3,0,Margaret Inglis,20,0,0,0,Kevin Le,20,0,2,0,Kevin Anderson,20,0,4,0,Toronto D,325,Marcus Forbes-Green,20,0,1,0,Kunaal Chandrashekar (DII),20,0,4,0,Ben Wismath (UG),20,0,6,1,None,0,0,0,0
ACF Fall 2023,McMaster A,235,Willow Paraskevas (DII),20,0,8,0,Robert McKinnon (DII),20,0,0,0,Lorcan Thorpe (DII),20,0,0,1,Dylan Lopez (UG),20,0,2,0,Ottawa F,170,Williams Thottungal (DII),20,0,4,1,Mica Oestreich (UG),20,0,4,0,Emerald Smith (DII),20,0,0,0,Anastacia Healey (DII),20,0,0,1
ACF Fall 2023,Toronto C,175,Theodore Lam (DII),20,0,2,2,James Xiao (DII),20,0,3,0,Franklin Wu (DII),20,0,1,1,Caroline Corban (UG),20,0,2,0,Ottawa C,150,Ryan Chang (UG),20,0,0,1,Noah Rolland (DII),20,0,2,2,Adam Dam (DII),20,0,1,1,Jason Rohfritsch,20,0,6,0
ACF Fall 2023,Ottawa B,220,Stefan Vlad (DII),20,0,1,1,Martine Lajeunesse (UG),20,0,0,0,Ishan Joshi (UG),20,0,6,7,David Gayowsky,20,0,2,0,Carleton B,185,Valerie Brown,20,0,3,0,Nicolaus Derikx,20,0,2,1,Matthew Wu (UG),20,0,2,0,Adrien Boileau,20,0,0,0
ACF Fall 2023,McGill A,180,Nabhaan Farooqi (UG),20,0,2,2,Laurel Johannson (UG),20,0,1,0,Henry Olsen (UG),20,0,2,1,Francis Dinh (UG),20,0,2,1,Toronto A,320,Sarah Khan (UG),20,0,5,0,Evelyn Davis,20,0,3,2,Blake Kim-Wansbrough (DII),20,0,1,0,Athan Juristch (DII),20,0,2,0
ACF Fall 2023,Ottawa D,30,Matthew Sévigny (DII),20,0,2,0,Mai Lyn Puittinen (UG),20,0,0,0,Joanna Wang (UG),20,0,0,0,None,0,0,0,0,McGill C,325,Stephen Klein (UG),20,0,2,0,Rowan Watchmaker (DII),20,0,2,2,James Wadsley (DII),20,0,8,1,Gerrit Severied (DII),20,0,2,0
ACF Fall 2023,Toronto B,245,Yihong Chen (DII),20,0,3,0,Kevin He (DII),20,0,1,0,Ethen Sun,20,0,2,0,Dayala Singh (DII),20,0,3,1,McGill D,230,Uday Bhardwaj (DII),20,0,2,2,Felix Sorace (UG),20,0,0,0,Charlotte Bauer (DII),20,0,0,0,Asha Basu (DII),20,0,6,0
ACF Fall 2023,Ottawa E,115,Jesse Chusing (UG),20,0,1,0,Ilyas Jaffer (UG),20,0,2,0,Ian Theysmeyer (UG),20,0,2,1,Aedan Cooper (DII),20,0,0,0,Ottawa A,315,Maude-Sophie Lockman (UG),20,0,5,2,Gabrielle Clark,20,0,6,0,Connor Haines (UG),20,0,2,1,None,0,0,0,0
ACF Fall 2023,Western A,50,"Yash Modi (DII, UG)",20,0,2,1,Nicholas Kwan (UG),20,0,2,0,Jordan Brereton (UG),20,0,0,1,None,0,0,0,0,McGill B,420,Max Gross (DII),20,0,2,1,Liz van Oorschot (DII),20,0,6,0,Jacob van Oorschot (UG),20,0,4,1,Devito Stevanus (DII),20,0,3,0
ACF Fall 2023,McMaster A,380,Willow Paraskevas (DII),20,0,7,0,Robert McKinnon (DII),20,0,0,0,Lorcan Thorpe (DII),20,0,2,0,Dylan Lopez (UG),20,0,5,0,Toronto C,170,Theodore Lam (DII),20,0,1,1,James Xiao (DII),20,0,2,1,Franklin Wu (DII),20,0,1,0,Caroline Corban (UG),20,0,2,0
ACF Fall 2023,Carleton A,385,Stuart Chandler-Baas,20,0,3,0,Margaret Inglis,20,0,1,0,Kevin Le,20,0,6,1,Andrew Wilson,20,0,4,0,Ottawa F,100,Williams Thottungal (DII),20,0,2,0,Mica Oestreich (UG),20,0,2,0,Emerald Smith (DII),20,0,0,0,Anastacia Healey (DII),20,0,0,0
ACF Fall 2023,Toronto D,460,Marcus Forbes-Green,20,0,3,1,Kunaal Chandrashekar (DII),20,0,6,0,Ben Wismath (UG),20,0,5,1,None,0,0,0,0,Ottawa C,95,Ryan Chang (UG),20,0,0,0,Noah Rolland (DII),20,0,1,0,Adam Dam (DII),20,0,1,0,Jason Rohfritsch,20,0,3,1
ACF Fall 2023,Ottawa A,255,Maude-Sophie Lockman (UG),20,0,3,2,Gabrielle Clark,20,0,3,0,Connor Haines (UG),20,0,3,1,None,0,0,0,0,Ottawa B,260,Stefan Vlad (DII),20,0,3,0,Martine Lajeunesse (UG),20,0,1,0,Ishan Joshi (UG),20,0,5,1,David Gayowsky,20,0,1,1
ACF Fall 2023,McGill B,275,Max Gross (DII),20,0,1,2,Liz van Oorschot (DII),20,0,2,1,Jacob van Oorschot (UG),20,0,4,0,Devito Stevanus (DII),20,0,3,0,Carleton A,300,Stuart Chandler-Baas,20,0,3,0,Margaret Inglis,20,0,3,0,Kevin Le,20,0,3,0,Andrew Wilson,20,0,1,0
ACF Fall 2023,Toronto D,570,Marcus Forbes-Green,20,0,5,0,Kunaal Chandrashekar (DII),20,0,6,0,Ben Wismath (UG),20,0,5,0,None,0,0,0,0,Toronto A,115,Sarah Khan (UG),20,0,1,0,Evelyn Davis,20,0,1,1,Blake Kim-Wansbrough (DII),20,0,1,0,Athan Juristch (DII),20,0,1,0
ACF Fall 2023,McGill A,180,Nabhaan Farooqi (UG),20,0,4,2,Laurel Johannson (UG),20,0,0,0,Henry Olsen (UG),20,0,2,2,Francis Dinh (UG),20,0,1,2,Ottawa E,340,Jesse Chusing (UG),20,0,2,0,Ilyas Jaffer (UG),20,0,5,0,Ian Theysmeyer (UG),20,0,4,2,Aedan Cooper (DII),20,0,2,0
ACF Fall 2023,McGill D,165,Uday Bhardwaj (DII),20,0,3,4,Felix Sorace (UG),20,0,0,0,Charlotte Bauer (DII),20,0,3,0,Asha Basu (DII),20,0,2,1,Toronto C,245,Theodore Lam (DII),20,0,4,0,James Xiao (DII),20,0,1,0,Franklin Wu (DII),20,0,3,0,Caroline Corban (UG),20,0,3,1
ACF Fall 2023,McMaster A,190,Willow Paraskevas (DII),20,0,6,0,Robert McKinnon (DII),20,0,0,0,Lorcan Thorpe (DII),20,0,0,0,Dylan Lopez (UG),20,0,2,2,McGill C,205,Stephen Klein (UG),20,0,4,0,Rowan Watchmaker (DII),20,0,1,0,James Wadsley (DII),20,0,5,1,Gerrit Severied (DII),20,0,0,0
ACF Fall 2023,Ottawa D,180,Satrajit Chatterjee,20,0,1,0,Matthew Sévigny (DII),20,0,5,0,Mai Lyn Puittinen (UG),20,0,3,0,Joanna Wang (UG),20,0,1,0,Western A,120,"Yash Modi (DII, UG)",20,0,4,1,Nicholas Kwan (UG),20,0,1,1,Jordan Brereton (UG),20,0,1,0,None,0,0,0,0
ACF Fall 2023,Toronto B,260,Yihong Chen (DII),20,0,1,0,Kevin He (DII),20,0,2,0,Ethen Sun,20,0,5,0,Dayala Singh (DII),20,0,1,0,Ottawa F,225,Williams Thottungal (DII),20,0,1,0,Mica Oestreich (UG),20,0,6,0,Emerald Smith (DII),20,0,0,1,Anastacia Healey (DII),20,0,3,0
ACF Fall 2023,Ottawa C,110,Ryan Chang (UG),20,0,1,0,Noah Rolland (DII),20,0,1,1,Adam Dam (DII),20,0,2,1,Jason Rohfritsch,20,0,4,2,Carleton B,255,Stefan Mihai,20,0,3,1,Nicolaus Derikx,20,0,4,0,Matthew Wu (UG),20,0,3,0,Adrien Boileau,20,0,1,0
ACF Fall 2023,Ottawa A,220,Maude-Sophie Lockman (UG),20,0,1,4,Gabrielle Clark,20,0,2,0,Connor Haines (UG),20,0,4,0,None,0,0,0,0,Carleton A,390,Stuart Chandler-Baas,10,0,2,0,Margaret Inglis,10,0,0,0,Kevin Le,20,0,1,0,Kevin Anderson,20,0,6,0
ACF Fall 2023,Ottawa B,145,Stefan Vlad (DII),20,0,1,0,Martine Lajeunesse (UG),20,0,0,0,Ishan Joshi (UG),20,0,3,1,David Gayowsky,20,0,1,0,Toronto D,490,Marcus Forbes-Green,20,0,3,0,Kunaal Chandrashekar (DII),20,0,8,0,Ben Wismath (UG),20,0,4,0,None,0,0,0,0
ACF Fall 2023,McGill B,290,Max Gross (DII),20,0,2,0,Liz van Oorschot (DII),20,0,2,1,Jacob van Oorschot (UG),20,0,5,1,Devito Stevanus (DII),20,0,2,0,Toronto A,210,Sarah Khan (UG),20,0,3,1,Evelyn Davis,20,0,4,1,Blake Kim-Wansbrough (DII),20,0,0,0,Athan Juristch (DII),20,0,1,0
ACF Fall 2023,Toronto C,215,Theodore Lam (DII),20,0,3,0,James Xiao (DII),20,0,1,1,Franklin Wu (DII),20,0,0,1,Caroline Corban (UG),20,0,6,1,Ottawa E,250,Jesse Chusing (UG),20,0,1,0,Ilyas Jaffer (UG),20,0,2,2,Ian Theysmeyer (UG),20,0,5,0,Aedan Cooper (DII),20,0,1,0
ACF Fall 2023,McGill A,120,Nabhaan Farooqi (UG),20,0,0,1,Laurel Johannson (UG),20,0,0,0,Henry Olsen (UG),20,0,5,4,Francis Dinh (UG),20,0,1,3,McMaster A,375,Willow Paraskevas (DII),20,0,11,0,Robert McKinnon (DII),20,0,1,0,Lorcan Thorpe (DII),20,0,0,0,Dylan Lopez (UG),20,0,2,1
ACF Fall 2023,McGill D,185,Uday Bhardwaj (DII),20,0,1,1,Felix Sorace (UG),20,0,0,0,Charlotte Bauer (DII),20,0,0,1,Asha Basu (DII),20,0,7,1,McGill C,360,Stephen Klein (UG),20,0,3,0,Rowan Watchmaker (DII),20,0,3,0,James Wadsley (DII),20,0,4,0,Gerrit Severied (DII),20,0,2,0
ACF Fall 2023,Ottawa F,340,Williams Thottungal (DII),20,0,2,1,Mica Oestreich (UG),20,0,9,3,Emerald Smith (DII),20,0,0,0,Anastacia Healey (DII),20,0,2,0,Western A,40,"Yash Modi (DII, UG)",20,0,2,1,Nicholas Kwan (UG),20,0,1,1,Jordan Brereton (UG),20,0,0,0,None,0,0,0,0
ACF Fall 2023,Ottawa D,115,Satrajit Chatterjee,20,0,1,0,Matthew Sévigny (DII),20,0,3,1,Mai Lyn Puittinen (UG),20,0,0,0,Joanna Wang (UG),20,0,1,0,Ottawa C,230,Ryan Chang (UG),20,0,1,0,Noah Rolland (DII),20,0,4,3,Adam Dam (DII),20,0,2,1,Jason Rohfritsch,20,0,3,2
ACF Fall 2023,Toronto B,385,Yihong Chen (DII),20,0,5,0,Kevin He (DII),20,0,1,0,Ethen Sun,20,0,8,0,Dayala Singh (DII),20,0,1,1,Carleton B,120,Valerie Brown,20,0,2,0,Nicolaus Derikx,20,0,1,0,Matthew Wu (UG),20,0,1,0,Adrien Boileau,20,0,0,0
ACF Fall 2023,Toronto A,305,Sarah Khan (UG),20,0,6,0,Evelyn Davis,20,0,4,1,Blake Kim-Wansbrough (DII),20,0,0,0,Athan Juristch (DII),20,0,2,0,Carleton A,190,Stuart Chandler-Baas,20,0,3,1,Kevin Le,20,0,0,2,Kevin Anderson,20,0,3,0,Andrew Wilson,20,0,2,1
ACF Fall 2023,Ottawa A,220,Maude-Sophie Lockman (UG),20,0,2,0,Gabrielle Clark,20,0,3,2,Connor Haines (UG),20,0,3,0,None,0,0,0,0,Toronto D,390,Marcus Forbes-Green,20,0,3,0,Kunaal Chandrashekar (DII),20,0,4,1,Ben Wismath (UG),20,0,5,1,None,0,0,0,0
ACF Fall 2023,McGill B,200,Max Gross (DII),20,0,0,0,Liz van Oorschot (DII),20,0,3,1,Jacob van Oorschot (UG),20,0,4,1,Devito Stevanus (DII),20,0,1,0,Ottawa B,240,Stefan Vlad (DII),20,0,4,0,Martine Lajeunesse (UG),20,0,0,0,Ishan Joshi (UG),20,0,6,2,David Gayowsky,20,0,1,0
ACF Fall 2023,Toronto C,230,Theodore Lam (DII),20,0,4,2,James Xiao (DII),20,0,1,0,Franklin Wu (DII),20,0,1,0,Caroline Corban (UG),20,0,4,0,McGill C,140,Stephen Klein (UG),20,0,0,0,Rowan Watchmaker (DII),20,0,5,0,James Wadsley (DII),20,0,2,2,Gerrit Severied (DII),20,0,0,2
ACF Fall 2023,Ottawa E,275,Jesse Chusing (UG),20,0,3,0,Ilyas Jaffer (UG),20,0,3,1,Ian Theysmeyer (UG),20,0,4,2,Aedan Cooper (DII),20,0,2,0,McMaster A,190,Willow Paraskevas (DII),20,0,4,0,Robert McKinnon (DII),20,0,0,1,Lorcan Thorpe (DII),20,0,0,0,Dylan Lopez (UG),20,0,3,1
ACF Fall 2023,McGill D,110,Uday Bhardwaj (DII),20,0,2,1,Felix Sorace (UG),20,0,0,0,Charlotte Bauer (DII),20,0,1,0,Asha Basu (DII),20,0,3,1,McGill A,325,Nabhaan Farooqi (UG),20,0,3,2,Laurel Johannson (UG),20,0,3,0,Henry Olsen (UG),20,0,4,1,Francis Dinh (UG),20,0,3,0
ACF Fall 2023,Ottawa F,240,Williams Thottungal (DII),20,0,2,2,Mica Oestreich (UG),20,0,7,0,Emerald Smith (DII),20,0,2,0,Anastacia Healey (DII),20,0,1,0,Carleton B,125,Valerie Brown,20,0,4,1,Stefan Mihai,20,0,2,0,Matthew Wu (UG),20,0,1,2,Adrien Boileau,20,0,0,0
ACF Fall 2023,Western A,80,"Yash Modi (DII, UG)",20,0,2,2,Nicholas Kwan (UG),20,0,3,0,Jordan Brereton (UG),20,0,0,0,None,0,0,0,0,Ottawa C,160,Ryan Chang (UG),20,0,0,0,Noah Rolland (DII),20,0,3,1,Adam Dam (DII),20,0,0,0,Jason Rohfritsch,20,0,6,3
ACF Fall 2023,Toronto B,205,Yihong Chen (DII),20,0,2,1,Kevin He (DII),20,0,2,0,Ethen Sun,20,0,4,1,Dayala Singh (DII),20,0,1,3,Ottawa D,160,Satrajit Chatterjee,20,0,0,0,Matthew Sévigny (DII),20,0,5,0,Mai Lyn Puittinen (UG),20,0,2,0,Joanna Wang (UG),20,0,1,0
ACF Fall 2023,Toronto A,250,Sarah Khan (UG),20,0,2,0,Evelyn Davis,20,0,3,0,Blake Kim-Wansbrough (DII),20,0,2,0,Athan Juristch (DII),20,0,2,0,Ottawa B,325,Stefan Vlad (DII),20,0,5,0,Martine Lajeunesse (UG),20,0,0,0,Ishan Joshi (UG),20,0,5,1,David Gayowsky,20,0,1,0
ACF Fall 2023,Ottawa A,250,Maude-Sophie Lockman (UG),20,0,3,1,Gabrielle Clark,20,0,4,0,Connor Haines (UG),20,0,2,1,None,0,0,0,0,McGill B,300,Max Gross (DII),20,0,3,0,Liz van Oorschot (DII),20,0,5,0,Jacob van Oorschot (UG),20,0,3,0,Devito Stevanus (DII),20,0,0,0
ACF Fall 2023,Carleton A,210,Stuart Chandler-Baas,20,0,0,2,Kevin Le,20,0,1,0,Kevin Anderson,20,0,3,2,Andrew Wilson,20,0,3,0,Toronto D,435,Marcus Forbes-Green,20,0,3,1,Kunaal Chandrashekar (DII),20,0,6,0,Ben Wismath (UG),20,0,4,0,None,0,0,0,0
ACF Fall 2023,McGill A,350,Nabhaan Farooqi (UG),20,0,2,1,Laurel Johannson (UG),20,0,2,0,Henry Olsen (UG),20,0,8,0,Francis Dinh (UG),20,0,1,1,McGill C,145,Stephen Klein (UG),20,0,1,1,Rowan Watchmaker (DII),20,0,1,0,James Wadsley (DII),20,0,3,1,Gerrit Severied (DII),20,0,1,1
ACF Fall 2023,Ottawa E,305,Jesse Chusing (UG),20,0,2,0,Ilyas Jaffer (UG),20,0,3,0,Ian Theysmeyer (UG),20,0,2,1,Aedan Cooper (DII),20,0,3,0,McGill D,220,Uday Bhardwaj (DII),20,0,2,1,Felix Sorace (UG),20,0,0,0,Charlotte Bauer (DII),20,0,1,0,Asha Basu (DII),20,0,5,1
ACF Fall 2023,McMaster A,205,Willow Paraskevas (DII),20,0,3,0,Robert McKinnon (DII),20,0,0,0,Lorcan Thorpe (DII),20,0,1,0,Dylan Lopez (UG),20,0,4,1,Toronto C,300,Theodore Lam (DII),20,0,5,2,James Xiao (DII),20,0,1,0,Franklin Wu (DII),20,0,6,0,Caroline Corban (UG),20,0,0,0
ACF Fall 2023,Ottawa D,85,Satrajit Chatterjee,20,0,1,0,Matthew Sévigny (DII),20,0,2,1,Mai Lyn Puittinen (UG),20,0,2,0,Joanna Wang (UG),20,0,1,0,Carleton B,275,Valerie Brown,20,0,0,0,Stefan Mihai,20,0,7,0,Nicolaus Derikx,20,0,2,1,Matthew Wu (UG),20,0,1,0
ACF Fall 2023,Western A,30,"Yash Modi (DII, UG)",20,0,1,0,Nicholas Kwan (UG),20,0,1,0,Jordan Brereton (UG),20,0,0,0,None,0,0,0,0,Toronto B,370,Yihong Chen (DII),20,0,4,0,Kevin He (DII),20,0,2,2,Ethen Sun,20,0,6,0,Dayala Singh (DII),20,0,2,0
ACF Fall 2023,Ottawa F,100,Williams Thottungal (DII),20,0,2,2,Mica Oestreich (UG),20,0,1,0,Emerald Smith (DII),20,0,0,0,Anastacia Healey (DII),20,0,1,0,Ottawa C,290,Ryan Chang (UG),20,0,0,0,Noah Rolland (DII),20,0,2,1,Adam Dam (DII),20,0,2,0,Jason Rohfritsch,20,0,11,1
ACF Fall 2023,Toronto D,430,Marcus Forbes-Green,20,0,6,0,Kunaal Chandrashekar (DII),20,0,5,0,Ben Wismath (UG),20,0,2,0,None,0,0,0,0,McGill B,200,Max Gross (DII),20,0,0,0,Liz van Oorschot (DII),20,0,1,0,Jacob van Oorschot (UG),20,0,2,0,Devito Stevanus (DII),20,0,4,0
ACF Fall 2023,Ottawa A,380,Maude-Sophie Lockman (UG),20,0,4,1,Gabrielle Clark,20,0,3,1,Connor Haines (UG),20,0,6,0,None,0,0,0,0,Toronto A,220,Sarah Khan (UG),20,0,5,0,Evelyn Davis,20,0,2,0,Blake Kim-Wansbrough (DII),20,0,0,0,Athan Juristch (DII),20,0,0,0
ACF Fall 2023,Carleton A,400,Stuart Chandler-Baas,20,0,5,0,Kevin Le,20,0,4,0,Kevin Anderson,20,0,3,2,Andrew Wilson,20,0,1,0,Ottawa B,200,Stefan Vlad (DII),20,0,0,1,Martine Lajeunesse (UG),20,0,0,0,Ishan Joshi (UG),20,0,5,1,David Gayowsky,20,0,2,0
ACF Fall 2023,McMaster A,320,Willow Paraskevas (DII),20,0,6,0,Robert McKinnon (DII),20,0,2,0,Lorcan Thorpe (DII),20,0,1,0,Dylan Lopez (UG),20,0,3,0,McGill D,230,Uday Bhardwaj (DII),20,0,2,3,Felix Sorace (UG),20,0,0,0,Charlotte Bauer (DII),20,0,1,0,Asha Basu (DII),20,0,5,1
ACF Fall 2023,Ottawa E,140,Jesse Chusing (UG),20,0,1,0,Ilyas Jaffer (UG),20,0,1,0,Ian Theysmeyer (UG),20,0,3,0,Aedan Cooper (DII),20,0,1,0,McGill C,390,Stephen Klein (UG),20,0,6,1,Rowan Watchmaker (DII),20,0,2,0,James Wadsley (DII),20,0,4,0,Gerrit Severied (DII),20,0,1,1
ACF Fall 2023,McGill A,265,Nabhaan Farooqi (UG),20,0,3,1,Laurel Johannson (UG),20,0,0,0,Henry Olsen (UG),20,0,4,0,Francis Dinh (UG),20,0,2,0,Toronto C,290,Theodore Lam (DII),20,0,3,2,James Xiao (DII),20,0,2,0,Franklin Wu (DII),20,0,4,0,Caroline Corban (UG),20,0,1,0
ACF Fall 2023,Toronto B,270,Yihong Chen (DII),20,0,2,0,Kevin He (DII),20,0,1,1,Ethen Sun,20,0,5,0,Dayala Singh (DII),20,0,3,1,Ottawa C,185,Ryan Chang (UG),20,0,0,0,Noah Rolland (DII),20,0,2,0,Adam Dam (DII),20,0,1,0,Jason Rohfritsch,20,0,5,3
ACF Fall 2023,Western A,120,"Yash Modi (DII, UG)",20,0,1,2,Nicholas Kwan (UG),20,0,5,0,Jordan Brereton (UG),20,0,0,0,None,0,0,0,0,Carleton B,300,Valerie Brown,20,0,4,0,Stefan Mihai,20,0,4,1,Nicolaus Derikx,20,0,4,1,Adrien Boileau,20,0,1,0
ACF Fall 2023,Ottawa F,340,Williams Thottungal (DII),20,0,2,0,Mica Oestreich (UG),20,0,11,0,Emerald Smith (DII),20,0,0,0,Anastacia Healey (DII),20,0,1,0,Ottawa D,115,Satrajit Chatterjee,20,0,0,0,Matthew Sévigny (DII),20,0,4,1,Mai Lyn Puittinen (UG),20,0,1,1,Joanna Wang (UG),20,0,0,1
Penn Bowl 2023,Toronto Weary,320,Sky Li,20,1,2,1,Gareth Thorlakson,20,0,5,0,Benjamin Chapman,20,0,2,1,Tony Chen,20,1,2,2,Waterloo Miku,85,Micah Colman,20,0,1,0,Caleb Ott,20,0,4,1,Rayton Lin,20,0,0,0,None,0,0,0,0
Penn Bowl 2023,Toronto Rofl,230,Joey Sun,20,0,1,0,Franklin Wu,20,0,1,1,Raymond Chen,20,1,3,0,Jason Zhang,20,1,2,1,Toronto Joy,210,Marcus Forbes-Green,20,1,2,1,Ben Wismath,20,0,3,0,Kunaal Chandrashekar,20,0,3,0,Sarah Khan,20,0,0,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",125,Robert McKinnon,20,0,0,0,Kane Nguyen,20,1,2,1,Ishan Joshi,20,0,2,1,None,0,0,0,0,Library of Babel School of Continuing Studies,425,Colin Veevers,20,1,1,0,Erik Christensen,20,0,4,0,Henry Atkins,20,1,6,3,Kais Jessa,20,2,0,0
Penn Bowl 2023,La Clique du Château,195,Nicolas Edwards,20,0,1,1,Maude-Sophie Lockman,20,0,1,1,Ian Chow,20,0,6,1,Asha Basu,20,0,0,0,Waterloo Hatsune,300,Jared He,20,0,9,0,Liam Kusalik,20,2,1,0,Prabhjot Chopra,20,0,0,0,None,0,0,0,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",140,Kane Nguyen,20,1,5,2,Robert McKinnon,20,0,0,0,Ishan Joshi,20,0,1,1,None,0,0,0,0,Waterloo Miku,210,Micah Colman,20,1,6,1,Rayton Lin,20,0,0,0,Caleb Ott,20,0,4,0,None,0,0,0,0
Penn Bowl 2023,Toronto Joy,145,Sarah Khan,20,0,1,2,Marcus Forbes-Green,20,0,0,0,Kunaal Chandrashekar,20,0,2,0,Ben Wismath,20,1,2,2,Waterloo Hatsune,290,Jared He,20,0,5,2,Liam Kusalik,20,1,5,0,Prabhjot Chopra,20,0,1,1,None,0,0,0,0
Penn Bowl 2023,Toronto Weary,345,Gareth Thorlakson,20,1,1,1,Sky Li,20,0,2,0,Benjamin Chapman,20,1,2,1,Tony Chen,20,0,5,1,Library of Babel School of Continuing Studies,220,Erik Christensen,20,1,1,2,Henry Atkins,20,2,1,0,Kais Jessa,20,0,1,0,Colin Veevers,20,0,2,1
Penn Bowl 2023,La Clique du Château,230,Asha Basu,20,0,1,1,Nicolas Edwards,20,1,1,0,Maude-Sophie Lockman,20,0,1,2,Ian Chow,20,0,6,2,Toronto Rofl,185,Franklin Wu,20,1,0,0,Joey Sun,20,1,1,1,Jason Zhang,20,0,2,1,Raymond Chen,20,0,4,1
Penn Bowl 2023,Library of Babel School of Continuing Studies,340,Henry Atkins,20,0,4,0,Kais Jessa,20,1,0,0,Colin Veevers,20,1,1,0,Erik Christensen,20,1,3,3,Toronto Joy,235,Sarah Khan,20,0,0,0,Marcus Forbes-Green,20,0,4,1,Kunaal Chandrashekar,20,0,1,0,Ben Wismath,20,2,2,0
Penn Bowl 2023,"Mixed-Affiliated Contingency, Off the Team & Absent: Wong, Adrian",145,Kane Nguyen,20,2,5,2,Robert McKinnon,20,0,0,0,Ishan Joshi,20,0,1,1,None,0,0,0,0,La Clique du Château,240,Maude-Sophie Lockman,20,0,1,1,Ian Chow,20,1,6,3,Asha Basu,20,0,0,0,Nicolas Edwards,20,1,1,0
Penn Bowl 2023,Toronto Weary,515,Gareth Thorlakson,20,1,5,0,Sky Li,20,0,4,0,Benjamin Chapman,20,3,2,1,Tony Chen,20,0,2,0,Waterloo Hatsune,65,Prabhjot Chopra,20,0,0,0,Liam Kusalik,20,0,1,0,Jared He,20,0,2,1,None,0,0,0,0
